_id,barcode,batch_id,shift_id,place_id,quality_status,defect_type,manufacturing_date,operator_id,operator_name,timestamp,product_id
6863f04bde50757c26707e06,1120106250013,a,A,Bangalore,,,01-06-2025,OP3,John,01-06-2025 09:44,AABAN010625001
6863f04bde50757c26707e07,1120106250020,a,A,Bangalore,,,01-06-2025,OP2,Priya,01-06-2025 10:04,AABAN010625002
6863f04bde50757c26707e08,1120106250037,a,A,Bangalore,,,01-06-2025,OP4,Anita,01-06-2025 10:23,AABAN010625003
6863f04bde50757c26707e09,1120106250044,a,A,Bangalore,,,01-06-2025,OP3,John,01-06-2025 09:43,AABAN010625004
6863f04bde50757c26707e0a,1130106250050,a,A,Hyderabad,,,01-06-2025,OP3,John,01-06-2025 08:59,AAHYD010625005
6863f04bde50757c26707e0b,1130106250067,a,A,Hyderabad,,,01-06-2025,OP2,Priya,01-06-2025 08:19,AAHYD010625006
6863f04bde50757c26707e0c,1120106250075,a,A,Bangalore,,,01-06-2025,OP2,Priya,01-06-2025 09:49,AABAN010625007
6863f04bde50757c26707e0d,1110106250083,a,A,Chennai,,,01-06-2025,OP5,Sneha,01-06-2025 08:28,AACHE010625008
6863f04bde50757c26707e0e,1130106250098,a,A,Hyderabad,,,01-06-2025,OP2,Priya,01-06-2025 10:44,AAHYD010625009
6863f04bde50757c26707e0f,1120106250105,a,A,Bangalore,,,01-06-2025,OP1,Ravi,01-06-2025 10:07,AABAN010625010
6863f04bde50757c26707e10,1210106250110,a,B,Chennai,,,01-06-2025,OP5,Sneha,01-06-2025 12:06,ABCHE010625011
6863f04bde50757c26707e11,1210106250127,a,B,Chennai,,,01-06-2025,OP3,John,01-06-2025 14:13,ABCHE010625012
6863f04bde50757c26707e12,1220106250133,a,B,Bangalore,,,01-06-2025,OP3,John,01-06-2025 13:48,ABBAN010625013
6863f04bde50757c26707e13,1220106250140,a,B,Bangalore,,,01-06-2025,OP5,Sneha,01-06-2025 14:06,ABBAN010625014
6863f04bde50757c26707e14,1230106250156,a,B,Hyderabad,,,01-06-2025,OP4,Anita,01-06-2025 12:43,ABHYD010625015
6863f04bde50757c26707e15,1220106250164,a,B,Bangalore,,,01-06-2025,OP4,Anita,01-06-2025 12:59,ABBAN010625016
6863f04bde50757c26707e16,1220106250171,a,B,Bangalore,,,01-06-2025,OP3,John,01-06-2025 13:55,ABBAN010625017
6863f04bde50757c26707e17,1210106250189,a,B,Chennai,,,01-06-2025,OP4,Anita,01-06-2025 12:22,ABCHE010625018
6863f04bde50757c26707e18,1220106250195,a,B,Bangalore,,,01-06-2025,OP4,Anita,01-06-2025 14:14,ABBAN010625019
6863f04bde50757c26707e19,1230106250200,a,B,Hyderabad,,,01-06-2025,OP4,Anita,01-06-2025 13:20,ABHYD010625020
6863f04bde50757c26707e1a,1310106250216,a,C,Chennai,,,01-06-2025,OP4,Anita,01-06-2025 18:28,ACCHE010625021
6863f04bde50757c26707e1b,1310106250223,a,C,Chennai,,,01-06-2025,OP5,Sneha,01-06-2025 18:10,ACCHE010625022
6863f04bde50757c26707e1c,1310106250230,a,C,Chennai,,,01-06-2025,OP1,Ravi,01-06-2025 18:01,ACCHE010625023
6863f04bde50757c26707e1d,1310106250247,a,C,Chennai,,,01-06-2025,OP3,John,01-06-2025 18:28,ACCHE010625024
6863f04bde50757c26707e1e,1320106250253,a,C,Bangalore,,,01-06-2025,OP3,John,01-06-2025 18:38,ACBAN010625025
6863f04bde50757c26707e1f,1330106250269,a,C,Hyderabad,,,01-06-2025,OP3,John,01-06-2025 17:45,ACHYD010625026
6863f04bde50757c26707e20,1330106250276,a,C,Hyderabad,,,01-06-2025,OP2,Priya,01-06-2025 19:20,ACHYD010625027
6863f04bde50757c26707e21,1320106250284,a,C,Bangalore,,,01-06-2025,OP4,Anita,01-06-2025 19:37,ACBAN010625028
6863f04bde50757c26707e22,1310106250292,a,C,Chennai,,,01-06-2025,OP4,Anita,01-06-2025 17:08,ACCHE010625029
6863f04bde50757c26707e23,1320106250307,a,C,Bangalore,,,01-06-2025,OP3,John,01-06-2025 19:46,ACBAN010625030
6863f04bde50757c26707e24,2120206250318,b,A,Bangalore,,,02-06-2025,OP3,John,02-06-2025 09:27,BABAN020625031
6863f04bde50757c26707e25,2110206250326,b,A,Chennai,,,02-06-2025,OP5,Sneha,02-06-2025 10:21,BACHE020625032
6863f04bde50757c26707e26,2110206250333,b,A,Chennai,,,02-06-2025,OP4,Anita,02-06-2025 08:45,BACHE020625033
6863f04bde50757c26707e27,2110206250340,b,A,Chennai,,,02-06-2025,OP3,John,02-06-2025 09:56,BACHE020625034
6863f04bde50757c26707e28,2110206250357,b,A,Chennai,,,02-06-2025,OP1,Ravi,02-06-2025 08:54,BACHE020625035
6863f04bde50757c26707e29,2130206250362,b,A,Hyderabad,,,02-06-2025,OP1,Ravi,02-06-2025 10:54,BAHYD020625036
6863f04bde50757c26707e2a,2120206250370,b,A,Bangalore,,,02-06-2025,OP4,Anita,02-06-2025 09:35,BABAN020625037
6863f04bde50757c26707e2b,2130206250386,b,A,Hyderabad,,,02-06-2025,OP5,Sneha,02-06-2025 10:43,BAHYD020625038
6863f04bde50757c26707e2c,2110206250395,b,A,Chennai,,,02-06-2025,OP2,Priya,02-06-2025 10:26,BACHE020625039
6863f04bde50757c26707e2d,2110206250401,b,A,Chennai,,,02-06-2025,OP5,Sneha,02-06-2025 10:45,BACHE020625040
6863f04bde50757c26707e2e,2210206250415,b,B,Chennai,,,02-06-2025,OP1,Ravi,02-06-2025 14:28,BBCHE020625041
6863f04bde50757c26707e2f,2220206250421,b,B,Bangalore,,,02-06-2025,OP4,Anita,02-06-2025 14:49,BBBAN020625042
6863f04bde50757c26707e30,2230206250437,b,B,Hyderabad,,,02-06-2025,OP3,John,02-06-2025 12:58,BBHYD020625043
6863f04bde50757c26707e31,2210206250446,b,B,Chennai,,,02-06-2025,OP1,Ravi,02-06-2025 13:43,BBCHE020625044
6863f04bde50757c26707e32,2230206250451,b,B,Hyderabad,,,02-06-2025,OP3,John,02-06-2025 13:56,BBHYD020625045
6863f04bde50757c26707e33,2230206250468,b,B,Hyderabad,,,02-06-2025,OP2,Priya,02-06-2025 13:00,BBHYD020625046
6863f04bde50757c26707e34,2220206250476,b,B,Bangalore,,,02-06-2025,OP4,Anita,02-06-2025 14:31,BBBAN020625047
6863f04bde50757c26707e35,2210206250484,b,B,Chennai,,,02-06-2025,OP5,Sneha,02-06-2025 13:15,BBCHE020625048
6863f04bde50757c26707e36,2210206250491,b,B,Chennai,,,02-06-2025,OP5,Sneha,02-06-2025 12:16,BBCHE020625049
6863f04bde50757c26707e37,2220206250506,b,B,Bangalore,,,02-06-2025,OP1,Ravi,02-06-2025 14:57,BBBAN020625050
6863f04bde50757c26707e38,2320206250510,b,C,Bangalore,,,02-06-2025,OP2,Priya,02-06-2025 18:45,BCBAN020625051
6863f04bde50757c26707e39,2320206250527,b,C,Bangalore,,,02-06-2025,OP4,Anita,02-06-2025 17:18,BCBAN020625052
6863f04bde50757c26707e3a,2320206250534,b,C,Bangalore,,,02-06-2025,OP4,Anita,02-06-2025 18:11,BCBAN020625053
6863f04bde50757c26707e3b,2330206250540,b,C,Hyderabad,,,02-06-2025,OP4,Anita,02-06-2025 17:22,BCHYD020625054
6863f04bde50757c26707e3c,2330206250557,b,C,Hyderabad,,,02-06-2025,OP1,Ravi,02-06-2025 17:58,BCHYD020625055
6863f04bde50757c26707e3d,2330206250564,b,C,Hyderabad,,,02-06-2025,OP1,Ravi,02-06-2025 19:01,BCHYD020625056
6863f04bde50757c26707e3e,2330206250571,b,C,Hyderabad,,,02-06-2025,OP5,Sneha,02-06-2025 18:17,BCHYD020625057
6863f04bde50757c26707e3f,2310206250580,b,C,Chennai,,,02-06-2025,OP2,Priya,02-06-2025 17:18,BCCHE020625058
6863f04bde50757c26707e40,2310206250597,b,C,Chennai,,,02-06-2025,OP5,Sneha,02-06-2025 18:25,BCCHE020625059
6863f04bde50757c26707e41,2320206250602,b,C,Bangalore,,,02-06-2025,OP2,Priya,02-06-2025 19:38,BCBAN020625060
6863f04bde50757c26707e42,3120306250613,c,A,Bangalore,,,03-06-2025,OP5,Sneha,03-06-2025 10:04,CABAN030625061
6863f04bde50757c26707e43,3130306250629,c,A,Hyderabad,,,03-06-2025,OP3,John,03-06-2025 10:38,CAHYD030625062
6863f04bde50757c26707e44,3130306250636,c,A,Hyderabad,,,03-06-2025,OP4,Anita,03-06-2025 09:29,CAHYD030625063
6863f04bde50757c26707e45,3130306250643,c,A,Hyderabad,,,03-06-2025,OP2,Priya,03-06-2025 10:17,CAHYD030625064
6863f04bde50757c26707e46,3120306250651,c,A,Bangalore,,,03-06-2025,OP3,John,03-06-2025 08:56,CABAN030625065
6863f04bde50757c26707e47,3120306250668,c,A,Bangalore,,,03-06-2025,OP3,John,03-06-2025 10:29,CABAN030625066
6863f04bde50757c26707e48,3130306250674,c,A,Hyderabad,,,03-06-2025,OP3,John,03-06-2025 09:10,CAHYD030625067
6863f04bde50757c26707e49,3120306250682,c,A,Bangalore,,,03-06-2025,OP5,Sneha,03-06-2025 08:47,CABAN030625068
6863f04bde50757c26707e4a,3120306250699,c,A,Bangalore,,,03-06-2025,OP4,Anita,03-06-2025 09:39,CABAN030625069
6863f04bde50757c26707e4b,3120306250705,c,A,Bangalore,,,03-06-2025,OP2,Priya,03-06-2025 10:31,CABAN030625070
6863f04bde50757c26707e4c,3220306250719,c,B,Bangalore,,,03-06-2025,OP2,Priya,03-06-2025 14:18,CBBAN030625071
6863f04bde50757c26707e4d,3220306250726,c,B,Bangalore,,,03-06-2025,OP3,John,03-06-2025 14:05,CBBAN030625072
6863f04bde50757c26707e4e,3210306250734,c,B,Chennai,,,03-06-2025,OP2,Priya,03-06-2025 14:48,CBCHE030625073
6863f04bde50757c26707e4f,3220306250740,c,B,Bangalore,,,03-06-2025,OP1,Ravi,03-06-2025 14:32,CBBAN030625074
6863f04bde50757c26707e50,3220306250757,c,B,Bangalore,,,03-06-2025,OP2,Priya,03-06-2025 12:47,CBBAN030625075
6863f04bde50757c26707e51,3220306250764,c,B,Bangalore,,,03-06-2025,OP2,Priya,03-06-2025 14:51,CBBAN030625076
6863f04bde50757c26707e52,3210306250772,c,B,Chennai,,,03-06-2025,OP3,John,03-06-2025 14:38,CBCHE030625077
6863f04bde50757c26707e53,3220306250788,c,B,Bangalore,,,03-06-2025,OP5,Sneha,03-06-2025 14:22,CBBAN030625078
6863f04bde50757c26707e54,3210306250796,c,B,Chennai,,,03-06-2025,OP1,Ravi,03-06-2025 12:59,CBCHE030625079
6863f04bde50757c26707e55,3230306250800,c,B,Hyderabad,,,03-06-2025,OP4,Anita,03-06-2025 14:12,CBHYD030625080
6863f04bde50757c26707e56,3330306250814,c,C,Hyderabad,,,03-06-2025,OP1,Ravi,03-06-2025 18:44,CCHYD030625081
6863f04bde50757c26707e57,3330306250821,c,C,Hyderabad,,,03-06-2025,OP1,Ravi,03-06-2025 18:25,CCHYD030625082
6863f04bde50757c26707e58,3310306250830,c,C,Chennai,,,03-06-2025,OP2,Priya,03-06-2025 19:14,CCCHE030625083
6863f04bde50757c26707e59,3320306250846,c,C,Bangalore,,,03-06-2025,OP5,Sneha,03-06-2025 17:49,CCBAN030625084
6863f04bde50757c26707e5a,3330306250852,c,C,Hyderabad,,,03-06-2025,OP2,Priya,03-06-2025 19:59,CCHYD030625085
6863f04bde50757c26707e5b,3330306250869,c,C,Hyderabad,,,03-06-2025,OP2,Priya,03-06-2025 19:21,CCHYD030625086
6863f04bde50757c26707e5c,3320306250877,c,C,Bangalore,,,03-06-2025,OP2,Priya,03-06-2025 17:42,CCBAN030625087
6863f04bde50757c26707e5d,3320306250884,c,C,Bangalore,,,03-06-2025,OP4,Anita,03-06-2025 17:46,CCBAN030625088
6863f04bde50757c26707e5e,3320306250891,c,C,Bangalore,,,03-06-2025,OP1,Ravi,03-06-2025 18:36,CCBAN030625089
6863f04bde50757c26707e5f,3310306250908,c,C,Chennai,,,03-06-2025,OP3,John,03-06-2025 19:10,CCCHE030625090
6863f04bde50757c26707e60,4110406250919,d,A,Chennai,,,04-06-2025,OP3,John,04-06-2025 09:37,DACHE040625091
6863f04bde50757c26707e61,4120406250925,d,A,Bangalore,,,04-06-2025,OP5,Sneha,04-06-2025 10:45,DABAN040625092
6863f04bde50757c26707e62,4110406250933,d,A,Chennai,,,04-06-2025,OP5,Sneha,04-06-2025 10:52,DACHE040625093
6863f04bde50757c26707e63,4130406250948,d,A,Hyderabad,,,04-06-2025,OP1,Ravi,04-06-2025 09:31,DAHYD040625094
6863f04bde50757c26707e64,4120406250956,d,A,Bangalore,,,04-06-2025,OP3,John,04-06-2025 10:40,DABAN040625095
6863f04bde50757c26707e65,4120406250963,d,A,Bangalore,,,04-06-2025,OP4,Anita,04-06-2025 09:15,DABAN040625096
6863f04bde50757c26707e66,4130406250979,d,A,Hyderabad,,,04-06-2025,OP2,Priya,04-06-2025 08:32,DAHYD040625097
6863f04bde50757c26707e67,4110406250988,d,A,Chennai,,,04-06-2025,OP4,Anita,04-06-2025 10:09,DACHE040625098
6863f04bde50757c26707e68,4120406250994,d,A,Bangalore,,,04-06-2025,OP4,Anita,04-06-2025 08:02,DABAN040625099
6863f04bde50757c26707e69,4130406251006,d,A,Hyderabad,,,04-06-2025,OP3,John,04-06-2025 08:57,DAHYD040625100
6863f04bde50757c26707e6a,4210406251012,d,B,Chennai,,,04-06-2025,OP1,Ravi,04-06-2025 12:35,DBCHE040625101
6863f04bde50757c26707e6b,4220406251028,d,B,Bangalore,,,04-06-2025,OP4,Anita,04-06-2025 12:07,DBBAN040625102
6863f04bde50757c26707e6c,4230406251034,d,B,Hyderabad,,,04-06-2025,OP4,Anita,04-06-2025 12:57,DBHYD040625103
6863f04bde50757c26707e6d,4230406251041,d,B,Hyderabad,,,04-06-2025,OP5,Sneha,04-06-2025 13:22,DBHYD040625104
6863f04bde50757c26707e6e,4220406251059,d,B,Bangalore,,,04-06-2025,OP2,Priya,04-06-2025 13:37,DBBAN040625105
6863f04bde50757c26707e6f,4220406251066,d,B,Bangalore,,,04-06-2025,OP3,John,04-06-2025 13:20,DBBAN040625106
6863f04bde50757c26707e70,4220406251073,d,B,Bangalore,,,04-06-2025,OP4,Anita,04-06-2025 13:05,DBBAN040625107
6863f04bde50757c26707e71,4220406251080,d,B,Bangalore,,,04-06-2025,OP1,Ravi,04-06-2025 13:36,DBBAN040625108
6863f04bde50757c26707e72,4220406251097,d,B,Bangalore,,,04-06-2025,OP3,John,04-06-2025 13:01,DBBAN040625109
6863f04bde50757c26707e73,4210406251104,d,B,Chennai,,,04-06-2025,OP1,Ravi,04-06-2025 13:38,DBCHE040625110
6863f04bde50757c26707e74,4310406251118,d,C,Chennai,,,04-06-2025,OP2,Priya,04-06-2025 17:32,DCCHE040625111
6863f04bde50757c26707e75,4330406251123,d,C,Hyderabad,,,04-06-2025,OP5,Sneha,04-06-2025 18:33,DCHYD040625112
6863f04bde50757c26707e76,4310406251132,d,C,Chennai,,,04-06-2025,OP5,Sneha,04-06-2025 18:22,DCCHE040625113
6863f04bde50757c26707e77,4310406251149,d,C,Chennai,,,04-06-2025,OP4,Anita,04-06-2025 18:27,DCCHE040625114
6863f04bde50757c26707e78,4310406251156,d,C,Chennai,,,04-06-2025,OP5,Sneha,04-06-2025 18:05,DCCHE040625115
6863f04bde50757c26707e79,4330406251161,d,C,Hyderabad,,,04-06-2025,OP4,Anita,04-06-2025 17:01,DCHYD040625116
6863f04bde50757c26707e7a,4330406251178,d,C,Hyderabad,,,04-06-2025,OP2,Priya,04-06-2025 17:20,DCHYD040625117
6863f04bde50757c26707e7b,4330406251185,d,C,Hyderabad,,,04-06-2025,OP2,Priya,04-06-2025 17:19,DCHYD040625118
6863f04bde50757c26707e7c,4330406251192,d,C,Hyderabad,,,04-06-2025,OP2,Priya,04-06-2025 17:58,DCHYD040625119
6863f04bde50757c26707e7d,4320406251209,d,C,Bangalore,,,04-06-2025,OP4,Anita,04-06-2025 18:52,DCBAN040625120
6863f04bde50757c26707e7e,5120506251210,e,A,Bangalore,,,05-06-2025,OP2,Priya,05-06-2025 08:17,EABAN050625121
6863f04bde50757c26707e7f,5130506251226,e,A,Hyderabad,,,05-06-2025,OP3,John,05-06-2025 08:21,EAHYD050625122
6863f04bde50757c26707e80,5110506251235,e,A,Chennai,,,05-06-2025,OP2,Priya,05-06-2025 09:13,EACHE050625123
6863f04bde50757c26707e81,5120506251241,e,A,Bangalore,,,05-06-2025,OP3,John,05-06-2025 08:31,EABAN050625124
6863f04bde50757c26707e82,5130506251257,e,A,Hyderabad,,,05-06-2025,OP1,Ravi,05-06-2025 10:52,EAHYD050625125
6863f04bde50757c26707e83,5120506251265,e,A,Bangalore,,,05-06-2025,OP1,Ravi,05-06-2025 08:59,EABAN050625126
6863f04bde50757c26707e84,5130506251271,e,A,Hyderabad,,,05-06-2025,OP4,Anita,05-06-2025 08:15,EAHYD050625127
6863f04bde50757c26707e85,5110506251280,e,A,Chennai,,,05-06-2025,OP1,Ravi,05-06-2025 09:02,EACHE050625128
6863f04bde50757c26707e86,5120506251296,e,A,Bangalore,,,05-06-2025,OP4,Anita,05-06-2025 10:34,EABAN050625129
6863f04bde50757c26707e87,5130506251301,e,A,Hyderabad,,,05-06-2025,OP5,Sneha,05-06-2025 10:27,EAHYD050625130
6863f04bde50757c26707e88,5210506251317,e,B,Chennai,,,05-06-2025,OP2,Priya,05-06-2025 13:16,EBCHE050625131
6863f04bde50757c26707e89,5220506251323,e,B,Bangalore,,,05-06-2025,OP4,Anita,05-06-2025 14:56,EBBAN050625132
6863f04bde50757c26707e8a,5220506251330,e,B,Bangalore,,,05-06-2025,OP5,Sneha,05-06-2025 13:27,EBBAN050625133
6863f04bde50757c26707e8b,5230506251346,e,B,Hyderabad,,,05-06-2025,OP3,John,05-06-2025 12:22,EBHYD050625134
6863f04bde50757c26707e8c,5230506251353,e,B,Hyderabad,,,05-06-2025,OP3,John,05-06-2025 14:12,EBHYD050625135
6863f04bde50757c26707e8d,5230506251360,e,B,Hyderabad,,,05-06-2025,OP2,Priya,05-06-2025 12:48,EBHYD050625136
6863f04bde50757c26707e8e,5210506251379,e,B,Chennai,,,05-06-2025,OP2,Priya,05-06-2025 12:06,EBCHE050625137
6863f04bde50757c26707e8f,5210506251386,e,B,Chennai,,,05-06-2025,OP1,Ravi,05-06-2025 12:54,EBCHE050625138
6863f04bde50757c26707e90,5210506251393,e,B,Chennai,,,05-06-2025,OP2,Priya,05-06-2025 12:05,EBCHE050625139
6863f04bde50757c26707e91,5210506251409,e,B,Chennai,,,05-06-2025,OP5,Sneha,05-06-2025 14:01,EBCHE050625140
6863f04bde50757c26707e92,5320506251412,e,C,Bangalore,,,05-06-2025,OP4,Anita,05-06-2025 18:08,ECBAN050625141
6863f04bde50757c26707e93,5320506251429,e,C,Bangalore,,,05-06-2025,OP5,Sneha,05-06-2025 17:01,ECBAN050625142
6863f04bde50757c26707e94,5310506251437,e,C,Chennai,,,05-06-2025,OP4,Anita,05-06-2025 17:34,ECCHE050625143
6863f04bde50757c26707e95,5310506251444,e,C,Chennai,,,05-06-2025,OP4,Anita,05-06-2025 19:06,ECCHE050625144
6863f04bde50757c26707e96,5310506251451,e,C,Chennai,,,05-06-2025,OP5,Sneha,05-06-2025 18:13,ECCHE050625145
6863f04bde50757c26707e97,5310506251468,e,C,Chennai,,,05-06-2025,OP1,Ravi,05-06-2025 17:40,ECCHE050625146
6863f04bde50757c26707e98,5330506251473,e,C,Hyderabad,,,05-06-2025,OP2,Priya,05-06-2025 17:44,ECHYD050625147
6863f04bde50757c26707e99,5320506251481,e,C,Bangalore,,,05-06-2025,OP5,Sneha,05-06-2025 19:51,ECBAN050625148
6863f04bde50757c26707e9a,5320506251498,e,C,Bangalore,,,05-06-2025,OP1,Ravi,05-06-2025 18:27,ECBAN050625149
